"Artist","1 jan - 31 jan 2025","1 fev - 28 fev 2025","1 mar - 31 mar 2025","1 abr - 30 abr 2025","1 mai - 31 mai 2025","1 jun - 30 jun 2025","1 jul - 31 jul 2025","1 ago - 31 ago 2025","1 set - 30 set 2025","1 out - 31 out 2025","1 nov - 1 dez 2025"
"Belchior","0","0","0","4","0","0","56424","719516","179164","85","9"
